id,domain,field,subfield,topic,short-name
https://openalex.org/T10926,Health Sciences,Medicine,Surgery,Management and Treatment of Peripheral Arterial Disease,Arterial Disease
https://openalex.org/T11625,Health Sciences,Medicine,Surgery,Management of Mesenteric Ischemia and Aneurysms,Mesenteric Ischemia
https://openalex.org/T12064,Health Sciences,Medicine,Surgery,Management of Peritoneal Carcinomatosis from Digestive Tract,Peritoneal Carcinomatosis
https://openalex.org/T10189,Health Sciences,Medicine,Surgery,Management of Postoperative Pain and Complications,Postoperative Pain
https://openalex.org/T11951,Health Sciences,Medicine,Surgery,Management of Rib Fractures in Trauma Patients,Rib Fractures
https://openalex.org/T12108,Health Sciences,Medicine,Surgery,Management of Spinal Metastatic Tumors,Spinal Tumors
https://openalex.org/T11267,Health Sciences,Medicine,Surgery,Management of Spleen Trauma in Polytrauma Patients,Spleen Trauma
https://openalex.org/T13878,Health Sciences,Medicine,Surgery,Management of Spontaneous and Iatrogenic Hematomas,Hematomas
https://openalex.org/T12453,Health Sciences,Medicine,Surgery,Management of Vascular Graft Infections and Aneurysms,Vascular Graft
https://openalex.org/T13639,Health Sciences,Medicine,Surgery,Mechanisms and Management of Paraquat Toxicity,Paraquat Toxicity
https://openalex.org/T12930,Health Sciences,Medicine,Surgery,Medical Science and Healthcare,Medical Science
https://openalex.org/T10599,Health Sciences,Medicine,Surgery,Microsurgical Reconstruction Techniques,Microsurgical Reconstruction
https://openalex.org/T12830,Health Sciences,Medicine,Surgery,Minimally Invasive Repair of Pectus Excavatum,Pectus Excavatum
https://openalex.org/T11812,Health Sciences,Medicine,Surgery,Nasal Surgery Techniques and Outcomes,Nasal Surgery
https://openalex.org/T12154,Health Sciences,Medicine,Surgery,Operative Management of Pelvic Fractures,Pelvic Fractures
https://openalex.org/T11700,Health Sciences,Medicine,Surgery,Optimization of Perioperative Fluid Therapy,Fluid Therapy
https://openalex.org/T11189,Health Sciences,Medicine,Surgery,Organ Transplantation and Rejection,Organ Transplantation
https://openalex.org/T10839,Health Sciences,Medicine,Surgery,Pancreatic Islet Dysfunction and Regeneration,Pancreatic Islet
https://openalex.org/T12460,Health Sciences,Medicine,Surgery,Pathogenesis and Management of Biliary Atresia,Biliary Atresia
https://openalex.org/T11054,Health Sciences,Medicine,Surgery,Pheochromocytoma and Paraganglioma,Pheochromocytoma
https://openalex.org/T10619,Health Sciences,Medicine,Surgery,Preoperative Chemoradiotherapy for Esophageal Cancer,Chemoradiotherapy
https://openalex.org/T11785,Health Sciences,Medicine,Surgery,Prevention and Management of Postoperative Nausea and Vomiting,Postoperative Nausea
https://openalex.org/T11080,Health Sciences,Medicine,Surgery,Prevention and Management of Surgical Site Infections,Site Infections
https://openalex.org/T10562,Health Sciences,Medicine,Surgery,Projections and Outcomes of Arthroplasty Surgery in the US,Arthroplasty Surgery
https://openalex.org/T12117,Health Sciences,Medicine,Surgery,Rhabdomyolysis and Compartment Syndromes,Rhabdomyolysis
https://openalex.org/T14486,Health Sciences,Medicine,Surgery,Role of Urotensin II in Cardiovascular Physiology and Disease,Urotensin II
https://openalex.org/T11035,Health Sciences,Medicine,Surgery,Salivary Gland Tumors and Carcinomas,Salivary Gland
https://openalex.org/T10280,Health Sciences,Medicine,Surgery,Shoulder Pathology and Treatment Outcomes,Shoulder Pathology
https://openalex.org/T13323,Health Sciences,Medicine,Surgery,Spinal Hematomas and Related Conditions,Spinal Hematomas
https://openalex.org/T10776,Health Sciences,Medicine,Surgery,Spine Surgery Techniques and Technologies,Spine Surgery
https://openalex.org/T11518,Health Sciences,Medicine,Surgery,Surgical Interventions for Cervical Spine Disorders,Cervical Spine
https://openalex.org/T12459,Health Sciences,Medicine,Surgery,Surgical Management of Brachial Plexus Injuries,Brachial Plexus
https://openalex.org/T10916,Health Sciences,Medicine,Surgery,Surgical Simulation and Training Techniques,Surgical Simulation
https://openalex.org/T12906,Health Sciences,Medicine,Surgery,Surgical Suture Materials and Techniques,Suture Materials
https://openalex.org/T12598,Health Sciences,Medicine,Surgery,Surgical Ventricular Reconstruction in Myocardial Infarction,Ventricular Reconstruction
https://openalex.org/T11069,Health Sciences,Medicine,Surgery,Testicular Germ Cell Tumors and Treatment,Germ Cell Tumors
https://openalex.org/T13775,Health Sciences,Medicine,Surgery,Therapeutic Applications of Molecular Hydrogen Therapy,Molecular Hydrogen
https://openalex.org/T12264,Health Sciences,Medicine,Surgery,Tissue Engineering and Regenerative Medicine,Tissue Engineering
https://openalex.org/T13110,Health Sciences,Medicine,Surgery,Treatment and Management of Anal Cancer,Anal Cancer
https://openalex.org/T10630,Health Sciences,Medicine,Surgery,Treatment and Outcomes of Hand Injuries,Hand Injuries
https://openalex.org/T12342,Health Sciences,Medicine,Surgery,Venous Anomalies and Syndromes in Vascular System,Venous Anomalies
https://openalex.org/T12654,Health Sciences,Medicine,Surgery,Xenotransplantation Research and Applications,Xenotransplantation
https://openalex.org/T12900,Health Sciences,Medicine,Transplantation,Advancements in Transplantation Procedures and Outcomes,Transplantation Procedures
https://openalex.org/T10373,Health Sciences,Medicine,Transplantation,Kidney Transplantation,Kidney Transplantation
https://openalex.org/T11570,Health Sciences,Medicine,Urology,Applications of Platelet-Rich Plasma in Regenerative Medicine,Platelet-Rich Plasma
https://openalex.org/T13100,Health Sciences,Medicine,Urology,Morphological Studies of Tongue and Related Structures,Tongue Morphology
https://openalex.org/T11167,Health Sciences,Medicine,Urology,Regulation and Function of Hair Follicle Stem Cells,Hair Follicle
https://openalex.org/T10279,Health Sciences,Medicine,Urology,Standardisation of Lower Urinary Tract Function,Urinary Tract
https://openalex.org/T11815,Health Sciences,Medicine,Urology,Urotrauma and Genitourinary Development,Urotrauma
https://openalex.org/T14316,Health Sciences,Nursing,"Issues, ethics and legal aspects",Nursing Advocacy and Health Policy Development,Nursing Advocacy
https://openalex.org/T12790,Health Sciences,Nursing,"Issues, ethics and legal aspects",Quality of Nursing Documentation and Evaluation Approaches,Nursing Documentation
https://openalex.org/T12244,Health Sciences,Nursing,Leadership and Management,Factors Affecting Nursing Professionalism and Job Satisfaction,Nursing Professionalism
https://openalex.org/T11294,Health Sciences,Nursing,Nutrition and Dietetics,Composition and Health Effects of Human Milk,Human Milk
https://openalex.org/T10915,Health Sciences,Nursing,Nutrition and Dietetics,Copper and Zinc in Health and Disease,Copper and Zinc
https://openalex.org/T10140,Health Sciences,Nursing,Nutrition and Dietetics,Dietary Fiber and Human Health,Dietary Fiber
https://openalex.org/T12075,Health Sciences,Nursing,Nutrition and Dietetics,Effects of Dietary Sodium on Health,Dietary Sodium
https://openalex.org/T12314,Health Sciences,Nursing,Nutrition and Dietetics,Health Benefits of Nut Consumption,Nut Consumption
https://openalex.org/T12638,Health Sciences,Nursing,Nutrition and Dietetics,Health Benefits of Pomegranate Consumption,Pomegranate Consumption
https://openalex.org/T13479,Health Sciences,Nursing,Nutrition and Dietetics,Health Benefits of Wheatgrass Consumption,Wheatgrass Consumption
https://openalex.org/T12873,Health Sciences,Nursing,Nutrition and Dietetics,Impact of Nutrition and Eating Habits on Health,Nutrition Impact
https://openalex.org/T10596,Health Sciences,Nursing,Nutrition and Dietetics,Maternal and Child Nutrition in Developing Countries,Maternal Nutrition
https://openalex.org/T10858,Health Sciences,Nursing,Nutrition and Dietetics,Provision and Assessment of Nutrition Support Therapy,Nutrition Support
https://openalex.org/T12489,Health Sciences,Nursing,Nutrition and Dietetics,Role of Fructans in Nutrition and Health,Fructans Nutrition
https://openalex.org/T12280,Health Sciences,Nursing,Nutrition and Dietetics,Role of Magnesium in Health and Disease,Magnesium Health
https://openalex.org/T10387,Health Sciences,Nursing,Nutrition and Dietetics,Role of Omega-3 Fatty Acids in Health,Omega-3 Fatty
https://openalex.org/T11107,Health Sciences,Nursing,Nutrition and Dietetics,Role of Selenium in Human Health and Disease,Selenium Health
https://openalex.org/T12554,Health Sciences,Nursing,Nutrition and Dietetics,Role of Vitamin C in Health and Disease,Vitamin C
https://openalex.org/T13004,Health Sciences,Nursing,Nutrition and Dietetics,Role of Vitamin K in Health,Vitamin K
https://openalex.org/T11584,Health Sciences,Nursing,Nutrition and Dietetics,Sweeteners' Taste and Impact on Health,Sweeteners' Taste
https://openalex.org/T10186,Health Sciences,Nursing,Research and Theory,Qualitative Content Analysis in Nursing Research,Content Analysis
https://openalex.org/T10872,Health Sciences,Veterinary,Equine,Equine Health and Welfare,Equine Health
https://openalex.org/T12322,Health Sciences,Veterinary,Small Animals,Acute Phase Proteins in Veterinary Medicine,Acute Proteins
https://openalex.org/T12281,Health Sciences,Veterinary,Small Animals,Animal Research Studies,Animal Research
https://openalex.org/T11074,Health Sciences,Veterinary,Small Animals,Anthelmintic Resistance in Veterinary Parasites,Anthelmintic Resistance
https://openalex.org/T10838,Health Sciences,Veterinary,Small Animals,Assessment of Animal Welfare in Various Species,Animal Welfare
https://openalex.org/T11899,Health Sciences,Veterinary,Small Animals,Brucellosis: A Re-emerging Zoonosis,Brucellosis Zoonosis
https://openalex.org/T11580,Health Sciences,Veterinary,Small Animals,Canine and Feline Health and Nutrition Research,Canine Health
https://openalex.org/T13385,Health Sciences,Veterinary,Small Animals,Emerging Animal Pathogens and Diseases,Animal Pathogens
https://openalex.org/T13791,Health Sciences,Veterinary,Small Animals,Enteric Diseases in Animals and Humans,Enteric Diseases
https://openalex.org/T12249,Health Sciences,Veterinary,Small Animals,Orthopedic Studies in Canine Veterinary Medicine,Orthopedic Studies
https://openalex.org/T11905,Health Sciences,Veterinary,Small Animals,Pain Management in Laboratory Animals,Pain Management
https://openalex.org/T13628,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Adaptation of Forage Production to Climate Change,Forage Production
https://openalex.org/T11226,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Bovine Mastitis and Milk Quality,Bovine Mastitis
https://openalex.org/T13378,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Challenges and Prospects in Russian Agriculture,Russian Agriculture
https://openalex.org/T14499,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Current Situation and Future Prospects for Beef Cattle Production,Beef Production
https://openalex.org/T12003,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Development and Impacts of Bioenergy Crops,Bioenergy Crops
https://openalex.org/T11560,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Dynamics of Livestock Disease Transmission and Control,Disease Transmission
https://openalex.org/T12310,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Factors Affecting Maize Yield and Lodging Resistance,Maize Yield
https://openalex.org/T12436,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Intercropping in Agricultural Systems,Intercropping Systems
https://openalex.org/T13358,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Livestock Farming and Rural Development Practices,Livestock Farming
https://openalex.org/T10098,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Nutritional Strategies for Ruminant Health and Production,Ruminant Health
https://openalex.org/T10584,Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,Reproductive Health in Dairy Cattle,Reproductive Health
https://openalex.org/T10152,Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,Animal Nutrition and Gut Health,Gut Health
https://openalex.org/T13338,Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,Effects of Beta-Adrenergic Agonists in Livestock,Beta-Adrenergic Agonists
https://openalex.org/T12365,Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,Effects of Heat Stress on Livestock Production,Heat Stress
https://openalex.org/T10333,Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,Factors Affecting Meat Quality and Preservation,Meat Quality
https://openalex.org/T13294,Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,Origins and Domestication of Chickens,Chicken Domestication
https://openalex.org/T12674,Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,Perception and Factors of Rabbit Meat Quality,Rabbit Meat
https://openalex.org/T12691,Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,Poultry Coccidiosis Research and Control,Poultry Coccidiosis
https://openalex.org/T11495,Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,Viral Diseases in Livestock and Poultry,Viral Diseases
https://openalex.org/T11390,Life Sciences,Agricultural and Biological Sciences,Aquatic Science,Bioactive Compounds in Seaweed,Bioactive Compounds
https://openalex.org/T13391,Life Sciences,Agricultural and Biological Sciences,Aquatic Science,Challenges and Opportunities in Aquaponic Systems,Aquaponic Systems
https://openalex.org/T12841,Life Sciences,Agricultural and Biological Sciences,Aquatic Science,High-Value Components and Bioactives from Sea Cucumbers,Sea Cucumbers
https://openalex.org/T12319,Life Sciences,Agricultural and Biological Sciences,Aquatic Science,Length-Weight Relationships of Fish Species,Fish Relationships
https://openalex.org/T13892,Life Sciences,Agricultural and Biological Sciences,Aquatic Science,Life History and Ecology of Seahorses,Seahorses Ecology
https://openalex.org/T10450,Life Sciences,Agricultural and Biological Sciences,Aquatic Science,Metabolism and Nutrition in Aquaculture Feeds,Aquaculture Nutrition
https://openalex.org/T12710,Life Sciences,Agricultural and Biological Sciences,Aquatic Science,Water Resource Management and Agricultural Technology,Water Management
https://openalex.org/T10439,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Adaptation to Climate Change in Agriculture,Climate Adaptation
https://openalex.org/T13679,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Adaptations of Tardigrades to Extreme Environments,Tardigrades Adaptations
https://openalex.org/T12832,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Biological Soil Crusts and their Roles in Ecosystems,Soil Crusts
https://openalex.org/T12733,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Bluetongue Virus and Culicoides-Borne Diseases in Europe,Bluetongue Virus
https://openalex.org/T12596,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Cephalopod Biology and Behavior,Cephalopod Biology
https://openalex.org/T13781,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Diversity and Distribution of Cerambycidae Beetles,Cerambycidae Beetles
https://openalex.org/T12361,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Diversity and Ecology of Mites,Mites Ecology
https://openalex.org/T11836,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Diversity and Evolution of Bryophytes,Bryophytes Evolution
https://openalex.org/T14399,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Diversity and Phylogeny of Earthworms,Earthworms Phylogeny
https://openalex.org/T13950,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Diversity and Systematics of Collembola Arthropods,Collembola Arthropods
https://openalex.org/T13899,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Ecological Mechanisms of Rice-Fish Farming Systems,Rice-Fish Farming
https://openalex.org/T11228,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Ecology and Behavior of Bats,Bats Ecology
https://openalex.org/T12132,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Ecology and Evolution of Gall-Inducing Insects,Gall-Inducing Insects
https://openalex.org/T12329,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Ecology and Management of Stink Bugs,Stink Bugs
https://openalex.org/T10385,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolution and Classification of Flowering Plants,Flowering Plants
https://openalex.org/T13269,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolution and Diversification of Orthopteran Insects,Orthopteran Insects
https://openalex.org/T12359,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolution and Diversity of Vascular Epiphytes and Ferns,Vascular Epiphytes
https://openalex.org/T12934,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolution and Ecology of Endophyte-Grass Symbiosis,Endophyte-Grass Symbiosis
https://openalex.org/T11900,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolution and Management of Fungicide Resistance in Plant Pathogens,Fungicide Resistance
https://openalex.org/T13506,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolution and Nutritional Properties of Lupin Seeds,Lupin Seeds
https://openalex.org/T13396,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolution and Sustainability of Livestock Farming Systems,Livestock Sustainability
https://openalex.org/T14160,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolution of Water Technologies in Ancient Civilizations,Water Technologies
https://openalex.org/T10174,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolutionary Ecology of Animal Behavior and Traits,Evolutionary Ecology
https://openalex.org/T12001,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolutionary History of Insects and Amber Fossils,Amber Fossils
https://openalex.org/T14310,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Evolutionary Innovations and Conservation of Cycads,Cycads Conservation
https://openalex.org/T14378,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Expansion of Geographic Range in Processionary Moth,Processionary Moth
https://openalex.org/T10487,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Impact of Pollinator Decline on Ecosystems and Agriculture,Pollinator Decline
https://openalex.org/T11528,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Lichen Symbiotic Relationships and Ecological Impact,Lichen Symbiosis
https://openalex.org/T14137,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Meta-analysis in Ecology and Agriculture Research,Meta-analysis
https://openalex.org/T12606,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Phylogeny and Diversity of Diptera Insects,Diptera Insects
https://openalex.org/T11494,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Phylogeny and Evolution of Coleoptera Beetles,Coleoptera Beetles
https://openalex.org/T12568,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Phylogeny and Evolution of Grasses (Poaceae),Grasses Evolution
https://openalex.org/T13168,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Systematics and Phylogeny of Brassicaceae,Brassicaceae Phylogeny
https://openalex.org/T11423,Life Sciences,Agricultural and Biological Sciences,Food Science,Analysis of Pesticide Residues in Food,Pesticide Residues
https://openalex.org/T10225,Life Sciences,Agricultural and Biological Sciences,Food Science,Antimicrobial Properties of Essential Oils in Foods,Essential Oils
https://openalex.org/T12048,Life Sciences,Agricultural and Biological Sciences,Food Science,Applications of Microencapsulation in Food Industry,Microencapsulation
https://openalex.org/T12330,Life Sciences,Agricultural and Biological Sciences,Food Science,Betalains in Nutrition,Betalains Nutrition
https://openalex.org/T13540,Life Sciences,Agricultural and Biological Sciences,Food Science,Compositional and Nutritional Aspects of Camel Milk,Camel Milk
https://openalex.org/T10650,Life Sciences,Agricultural and Biological Sciences,Food Science,Drying and Dehydration of Food Products,Food Dehydration
https://openalex.org/T14272,Life Sciences,Agricultural and Biological Sciences,Food Science,Food and Agriculture in Latin America,Latin Agriculture
https://openalex.org/T14124,Life Sciences,Agricultural and Biological Sciences,Food Science,Food and Nutrition Studies and Policies,Nutrition Studies
https://openalex.org/T13857,Life Sciences,Agricultural and Biological Sciences,Food Science,Food Quality Management and Monitoring,Food Quality
https://openalex.org/T11957,Life Sciences,Agricultural and Biological Sciences,Food Science,Food Safety and Hygiene Practices,Food Safety
https://openalex.org/T12181,Life Sciences,Agricultural and Biological Sciences,Food Science,Food Science and Nutrition Research,Food Science
https://openalex.org/T14010,Life Sciences,Agricultural and Biological Sciences,Food Science,Food Security and Nutrition Research,Food Security
https://openalex.org/T11925,Life Sciences,Agricultural and Biological Sciences,Food Science,Food Tourism and Gastronomy Research,Food Tourism
https://openalex.org/T12583,Life Sciences,Agricultural and Biological Sciences,Food Science,Food Waste Management and Reduction,Food Waste
https://openalex.org/T10411,Life Sciences,Agricultural and Biological Sciences,Food Science,Formation and Application of Food Nanoemulsions,Nanoemulsions
https://openalex.org/T11745,Life Sciences,Agricultural and Biological Sciences,Food Science,Formation and Health Effects of Acrylamide in Food,Acrylamide Effects
https://openalex.org/T10486,Life Sciences,Agricultural and Biological Sciences,Food Science,Global Burden of Foodborne Pathogens,Foodborne Pathogens
https://openalex.org/T12468,Life Sciences,Agricultural and Biological Sciences,Food Science,History and Future of Food Irradiation,Food Irradiation
https://openalex.org/T12192,Life Sciences,Agricultural and Biological Sciences,Food Science,Hydrocolloids in Food and Biomedical Applications,Hydrocolloids
https://openalex.org/T14127,Life Sciences,Agricultural and Biological Sciences,Food Science,Impact of Food Processing on Nutrient Composition,Food Processing
https://openalex.org/T14438,Life Sciences,Agricultural and Biological Sciences,Food Science,Innovations in Food Technology and Processing,Food Innovations
https://openalex.org/T12385,Life Sciences,Agricultural and Biological Sciences,Food Science,Korean Traditional Food and Health Science,Korean Food
https://openalex.org/T13871,Life Sciences,Agricultural and Biological Sciences,Food Science,Melamine Contamination in Food and Feed,Melamine Contamination
https://openalex.org/T10750,Life Sciences,Agricultural and Biological Sciences,Food Science,Microbial Interactions in Wine Production and Flavor,Wine Production
https://openalex.org/T12403,Life Sciences,Agricultural and Biological Sciences,Food Science,Nutritional and Functional Potential of Ancient Grains,Ancient Grains
https://openalex.org/T13670,Life Sciences,Agricultural and Biological Sciences,Food Science,Nutritional Composition and Health Benefits of Jujube Fruit,Jujube Fruit
https://openalex.org/T10141,Life Sciences,Agricultural and Biological Sciences,Food Science,Probiotics and Prebiotics,Probiotics Prebiotics
https://openalex.org/T13165,Life Sciences,Agricultural and Biological Sciences,Food Science,Safety Assessment of Feed Additives and Pesticides,Feed Additives
https://openalex.org/T12349,Life Sciences,Agricultural and Biological Sciences,Food Science,Science of Cocoa and Chocolate Production,Cocoa Science
https://openalex.org/T12114,Life Sciences,Agricultural and Biological Sciences,Food Science,Sensory Analysis in Food Science Research,Sensory Analysis
https://openalex.org/T14242,Life Sciences,Agricultural and Biological Sciences,Food Science,The Interdisciplinary Field of Nutrition Science,Nutrition Science
https://openalex.org/T12486,Life Sciences,Agricultural and Biological Sciences,Food Science,Traceability in Food Supply Chain Management,Food Traceability
https://openalex.org/T14367,Life Sciences,Agricultural and Biological Sciences,Forestry,Agricultural Logistics and Development,Agricultural Logistics
https://openalex.org/T14050,Life Sciences,Agricultural and Biological Sciences,Forestry,Agroforestry and Biodiversity Conservation Practices,Agroforestry Biodiversity
https://openalex.org/T13009,Life Sciences,Agricultural and Biological Sciences,Forestry,Agroforestry Systems and Biodiversity Enhancement,Agroforestry Systems
https://openalex.org/T12630,Life Sciences,Agricultural and Biological Sciences,Forestry,Agroforestry Tree Domestication in Africa,Tree Domestication
https://openalex.org/T13591,Life Sciences,Agricultural and Biological Sciences,Forestry,Management of Perennial Pasture Systems in Australia,Perennial Systems
https://openalex.org/T13668,Life Sciences,Agricultural and Biological Sciences,Forestry,Sustainable Management of Rangelands and Livestock,Rangelands Management
https://openalex.org/T14256,Life Sciences,Agricultural and Biological Sciences,Forestry,Utilization of Forest Biomass for Various Applications,Forest Biomass
https://openalex.org/T13508,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Agricultural Development and Policy in South Asia,Agricultural Development
https://openalex.org/T12904,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Agricultural Education and School Gardening Research,School Gardening
https://openalex.org/T10367,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Agricultural Innovation and Livelihood Diversification,Agricultural Innovation
https://openalex.org/T13288,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Agricultural Innovation for Economic and Environmental Security,Innovation Security
https://openalex.org/T13054,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Agricultural Science and Education Development,Agricultural Education
https://openalex.org/T14018,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Agricultural Science and Technology,Agricultural Technology
https://openalex.org/T11862,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Agroecology and Global Food Systems,Agroecology
https://openalex.org/T13838,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Agroecology and Sustainable Agriculture,Sustainable Agriculture
https://openalex.org/T13240,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Biomass and Bioenergy in the Bioeconomy,Biomass Bioenergy
https://openalex.org/T14269,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Challenges in Food Security and Agriculture,Food Security
https://openalex.org/T12033,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,European Agricultural Policy and Reform,Agricultural Policy
https://openalex.org/T14505,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,International Agricultural Research for Development,Agricultural Research
https://openalex.org/T13010,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Role of Agriculture in Regional Economy Development,Agriculture Economy
https://openalex.org/T12098,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Rural Development and Change in Agricultural Landscapes,Rural Development
https://openalex.org/T13011,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Sustainability and Agriculture in Latin America,Latin Agriculture
https://openalex.org/T13678,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Sustainability of Agricultural Practices in Developing Countries,Sustainability Practices
https://openalex.org/T13478,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Sustainable Agricultural Development and Extension Services,Agricultural Services
https://openalex.org/T14405,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Sustainable Agricultural Development and Resource Management,Resource Management
https://openalex.org/T13630,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Sustainable Agricultural Development in Ukraine,Ukraine Agriculture
https://openalex.org/T13468,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Trends in Agricultural Research and Education,Agricultural Trends
https://openalex.org/T13069,Life Sciences,Agricultural and Biological Sciences,Horticulture,Cacao Agroforestry Management and Conservation,Cacao Agroforestry
https://openalex.org/T14048,Life Sciences,Agricultural and Biological Sciences,Insect Science,Artificial Diet Rearing System for Silkworm Bombyx mori,Silkworm Rearing
https://openalex.org/T11386,Life Sciences,Agricultural and Biological Sciences,Insect Science,Biological and Therapeutic Properties of Bee Products,Bee Products
https://openalex.org/T12701,Life Sciences,Agricultural and Biological Sciences,Insect Science,Biological Control of Invasive Species Management,Biological Control
https://openalex.org/T11436,Life Sciences,Agricultural and Biological Sciences,Insect Science,Entomopathogenic Fungi as Biocontrol Agents,Entomopathogenic Fungi
https://openalex.org/T11706,Life Sciences,Agricultural and Biological Sciences,Insect Science,Forensic Entomology and Decomposition Science,Forensic Entomology
https://openalex.org/T11641,Life Sciences,Agricultural and Biological Sciences,Insect Science,Impact of Pesticides on Honey Bee Health,Honey Bee
https://openalex.org/T12321,Life Sciences,Agricultural and Biological Sciences,Insect Science,Insect Pheromones and Chemical Ecology in Pest Management,Insect Pheromones
